Id,Label,Type,genre,year,language,topic_id,label_thema,nb_auteurs
"Roy, G. Ross_2025-11-19T21:38:44","Roy, G. Ross",author,male,,,,,
"Smith, Iain Crichton_2025-11-19T21:38:44","Smith, Iain Crichton",author,male,,,,,
"Newlyn, Evelyn S._2025-11-19T21:28:22","Newlyn, Evelyn S.",author,female,,,,,
"Evans, Deanna Delmar_2025-11-19T21:38:44","Evans, Deanna Delmar",author,female,,,,,
"Robb, David S._2025-11-19T21:38:44","Robb, David S.",author,male,,,,,
"Carruthers, Gerard_2025-11-19T21:38:44","Carruthers, Gerard",author,male,,,,,
"Oost, Regina B._2025-11-19T21:38:44","Oost, Regina B.",author,female,,,,,
"Petrina, Alessandra_2025-11-19T21:38:44","Petrina, Alessandra",author,female,,,,,
"Fazzini, Marco_2025-11-19T21:38:44","Fazzini, Marco",author,male,,,,,
"Brookes, Gerry H._2025-11-19T21:38:44","Brookes, Gerry H.",author,male,,,,,
"Craik, Roger_2025-11-19T21:38:44","Craik, Roger",author,male,,,,,
"Monnickendam, Andrew_2025-11-19T21:38:44","Monnickendam, Andrew",author,male,,,,,
"Pearson, Nels C._2025-11-19T21:38:44","Pearson, Nels C.",author,male,,,,,
"Knudsen, Janice L._2025-11-19T21:38:44","Knudsen, Janice L.",author,female,,,,,
"Douglas, Sheila_2025-11-19T21:38:44","Douglas, Sheila",author,female,,,,,
"Malzahn, Manfred_2025-11-19T21:38:44","Malzahn, Manfred",author,male,,,,,
"Quinn, William A._2025-11-19T21:37:57","Quinn, William A.",author,male,,,,,
"Dennis, Ian_2025-11-19T21:38:44","Dennis, Ian",author,male,,,,,
"Idle, Jeremy_2025-11-19T21:38:44","Idle, Jeremy",author,male,,,,,
University of South Carolina Department of English_2025-11-19T21:38:44,University of South Carolina Department of English,author,unknown,,,,,
"Benelli, Enrico_2025-11-19T21:39:51","Benelli, Enrico",author,male,,,,,
"David, Martin_2025-11-19T21:21:35","David, Martin",author,male,,,,,
"Martin, Barbara_2025-11-19T21:18:38","Martin, Barbara",author,female,,,,,
"Castella, Daniel_2025-11-19T21:40:52","Castella, Daniel",author,male,,,,,
"Eschbach, François_2025-11-19T21:40:52","Eschbach, François",author,male,,,,,
"Marstaller, Tilmann_2025-11-19T21:40:53","Marstaller, Tilmann",author,male,,,,,
"Scholz, Anke_2025-11-19T21:40:53","Scholz, Anke",author,female,,,,,
"Dronzek, Anna_2025-11-19T21:21:50","Dronzek, Anna",author,female,,,,,
"Vancaster, A._2025-11-19T21:49:09","Vancaster, A.",author,unknown,,,,,
"Eeckeloo, R._2025-11-19T21:49:09","Eeckeloo, R.",author,unknown,,,,,
"Thajjit, M._2025-11-19T21:49:09","Thajjit, M.",author,unknown,,,,,
"Lusignan, Serge_2025-11-19T21:49:49","Lusignan, Serge",author,male,,,,,
"Tardif, Audrée-Isabelle_2025-11-19T21:49:49","Tardif, Audrée-Isabelle",author,female,,,,,
"Dane, Joseph A._2025-11-19T21:20:50","Dane, Joseph A.",author,male,,,,,
"Lerer, Seth_2025-11-19T21:49:57","Lerer, Seth",author,male,,,,,
"Meskens, Ad_2025-11-19T21:50:12","Meskens, Ad",author,male,,,,,
"Bonte, Germain_2025-11-19T21:50:12","Bonte, Germain",author,male,,,,,
"de Groote, Jacques_2025-11-19T21:50:12","de Groote, Jacques",author,male,,,,,
"de Jonghe, Mieke_2025-11-19T21:50:12","de Jonghe, Mieke",author,female,,,,,
"King, David A._2025-11-19T21:16:17","King, David A.",author,male,,,,,
"Bontems, Claude_2025-11-19T21:50:19","Bontems, Claude",author,male,,,,,
"Noone, Timothy B._2025-11-19T21:50:32","Noone, Timothy B.",author,male,,,,,
"Petit, Alain_2025-11-19T21:50:32","Petit, Alain",author,male,,,,,
"Engelhardt, Bernd_2025-11-19T21:50:44","Engelhardt, Bernd",author,male,,,,,
"Herzig, Franz_2025-11-19T21:22:22","Herzig, Franz",author,male,,,,,
"KOBYLINSKI, Zbigniew_2025-11-19T21:21:46","KOBYLINSKI, Zbigniew",author,male,,,,,
"Krasnodębski, Dariusz_2025-11-19T21:22:12","Krasnodębski, Dariusz",author,male,,,,,
"Kupryjanowicz, Mirosława_2025-11-19T21:20:52","Kupryjanowicz, Mirosława",author,female,,,,,
"Michniewicz, Maria_2025-11-19T21:50:44","Michniewicz, Maria",author,female,,,,,
"Arnaiz-Villena, A._2025-11-19T21:25:12","Arnaiz-Villena, A.",author,unknown,,,,,
"Martinez-Laso, J._2025-11-19T21:25:12","Martinez-Laso, J.",author,unknown,,,,,
"Alonso-García, J_2026-01-14T22:03:31",,author,unknown,,,,,
"James, Tom Beaumont_2025-11-19T21:17:09","James, Tom Beaumont",author,male,,,,,
"Roberts, Edward_2025-11-19T21:17:09","Roberts, Edward",author,male,,,,,
"Golden, Peter B._2025-11-19T21:17:20","Golden, Peter B.",author,male,,,,,
"Spellberg, D. A._2025-11-19T21:17:20","Spellberg, D. A.",author,female,,,,,
"Deng, Gang_2025-11-19T21:17:20","Deng, Gang",author,male,,,,,
"Modelski, George_2025-11-19T21:17:20","Modelski, George",author,male,,,,,
"Horton, Mark_2025-11-19T21:17:20","Horton, Mark",author,male,,,,,
"Schroeder, Paul W._2025-11-19T21:17:20","Schroeder, Paul W.",author,male,,,,,
"Pierson, Peter_2025-11-19T21:17:20","Pierson, Peter",author,male,,,,,
"Kutcher, Norman_2025-11-19T21:17:20","Kutcher, Norman",author,male,,,,,
"Schweizer, K. W._2025-11-19T21:17:20","Schweizer, K. W.",author,unknown,,,,,
"Wilton, Andrew_2025-11-19T21:17:20","Wilton, Andrew",author,male,,,,,
"Anderson, Matthew S._2025-11-19T21:17:34","Anderson, Matthew S.",author,male,,,,,
"Crimmin, P. K._2025-11-19T21:17:20","Crimmin, P. K.",author,unknown,,,,,
"Anna, Timothy E._2025-11-19T21:17:20","Anna, Timothy E.",author,male,,,,,
"Lambi, Ivo N._2025-11-19T21:17:20","Lambi, Ivo N.",author,male,,,,,
"Sondhaus, Lawrence_2025-11-19T21:17:20","Sondhaus, Lawrence",author,male,,,,,
"Cell, John W._2025-11-19T21:17:20","Cell, John W.",author,male,,,,,
"Headrick, Daniel R._2025-11-19T21:17:20","Headrick, Daniel R.",author,male,,,,,
"Ramusack, Barbara N._2025-11-19T21:17:20","Ramusack, Barbara N.",author,female,,,,,
"Loeb, Lori_2025-11-19T21:17:20","Loeb, Lori",author,female,,,,,
"Chamberlain, Muriel E._2025-11-19T21:17:20","Chamberlain, Muriel E.",author,female,,,,,
"Martel, Gordon_2025-11-19T21:17:20","Martel, Gordon",author,male,,,,,
"Voisey, Paul_2025-11-19T21:17:20","Voisey, Paul",author,male,,,,,
"Maddox, Robert James_2025-11-19T21:17:20","Maddox, Robert James",author,male,,,,,
"Watson, Janet S. K._2025-11-19T21:17:20","Watson, Janet S. K.",author,female,,,,,
"Wilson, Keith_2025-11-19T21:17:20","Wilson, Keith",author,male,,,,,
"Stansky, Peter_2025-11-19T21:17:20","Stansky, Peter",author,male,,,,,
"Smith, Woodruff D._2025-11-19T21:17:20","Smith, Woodruff D.",author,male,,,,,
"Stehlin, Stewart A._2025-11-19T21:17:20","Stehlin, Stewart A.",author,male,,,,,
"Westrate, Bruce_2025-11-19T21:17:20","Westrate, Bruce",author,male,,,,,
"McFadden, David W._2025-11-19T21:17:20","McFadden, David W.",author,male,,,,,
"Mouré, Kenneth_2025-11-19T21:17:20","Mouré, Kenneth",author,male,,,,,
"Scates, Bruce_2025-11-19T21:17:20","Scates, Bruce",author,male,,,,,
"Addington, Larry H._2025-11-19T21:17:20","Addington, Larry H.",author,male,,,,,
"Vance, Michael E._2025-11-19T21:17:20","Vance, Michael E.",author,male,,,,,
"Shorrock, William I._2025-11-19T21:17:20","Shorrock, William I.",author,male,,,,,
"Davidann, Jon_2025-11-19T21:17:20","Davidann, Jon",author,male,,,,,
"Wynot, Edward D._2025-11-19T21:17:20","Wynot, Edward D.",author,male,,,,,
"De Grand, Alexander_2025-11-19T21:17:20","De Grand, Alexander",author,male,,,,,
"Loureiro, Pedro_2025-11-19T21:17:20","Loureiro, Pedro",author,male,,,,,
"Fahrmeir, Andreas_2025-11-19T21:17:20","Fahrmeir, Andreas",author,male,,,,,
"Young, John W._2025-11-19T21:17:20","Young, John W.",author,male,,,,,
"Pryce, Huw_2025-11-19T21:17:34","Pryce, Huw",author,male,,,,,
"Gervers, Michael_2025-11-19T21:16:56","Gervers, Michael",author,male,,,,,
"Muhlberger, Steven_2025-11-19T21:17:34","Muhlberger, Steven",author,male,,,,,
"Contreni, John J._2025-11-19T21:17:23","Contreni, John J.",author,male,,,,,
"Botticini, Maristella_2025-11-19T21:17:34","Botticini, Maristella",author,female,,,,,
"Thomson, J. A. F._2025-11-19T21:17:34","Thomson, J. A. F.",author,unknown,,,,,
"Tracy, James_2025-11-19T21:17:34","Tracy, James",author,male,,,,,
"Alsop, J. D._2025-11-19T21:17:34","Alsop, J. D.",author,male,,,,,
"Alpers, Edward A._2025-11-19T21:17:34","Alpers, Edward A.",author,male,,,,,
"Bleser, Nicholas J._2025-11-19T21:17:34","Bleser, Nicholas J.",author,male,,,,,
"Boyer, Richard E._2025-11-19T21:17:29","Boyer, Richard E.",author,male,,,,,
"Hall, Anthony J._2025-11-19T21:17:34","Hall, Anthony J.",author,male,,,,,
"Kaplan, Lawrence S._2025-11-19T21:17:34","Kaplan, Lawrence S.",author,male,,,,,
"Blair, Hilary K._2025-11-19T21:17:34","Blair, Hilary K.",author,female,,,,,
"Cormack, William S._2025-11-19T21:17:22","Cormack, William S.",author,male,,,,,
"Finn, Margot C._2025-11-19T21:17:34","Finn, Margot C.",author,female,,,,,
"Coppa, Frank J._2025-11-19T21:17:33","Coppa, Frank J.",author,male,,,,,
"McCord, Norman_2025-11-19T21:17:34","McCord, Norman",author,male,,,,,
"Murray, Scott W._2025-11-19T21:17:34","Murray, Scott W.",author,male,,,,,
"Crampton, Richard_2025-11-19T21:17:22","Crampton, Richard",author,male,,,,,
"Langley, Lester D._2025-11-19T21:17:22","Langley, Lester D.",author,male,,,,,
"Rydell, Robert W._2025-11-19T21:17:34","Rydell, Robert W.",author,male,,,,,
"Rinke, Stefan_2025-11-19T21:17:34","Rinke, Stefan",author,male,,,,,
"Marples, David R._2025-11-19T21:17:34","Marples, David R.",author,male,,,,,
"Lambert, Andrew_2025-11-19T21:17:34","Lambert, Andrew",author,male,,,,,
"Scully, Eileen P._2025-11-19T21:17:34","Scully, Eileen P.",author,female,,,,,
"Savours, Ann_2025-11-19T21:17:34","Savours, Ann",author,female,,,,,
"Keene, Donald_2025-11-19T21:17:34","Keene, Donald",author,male,,,,,
"Banac, Ivo_2025-11-19T21:17:34","Banac, Ivo",author,male,,,,,
"Howe, Anthony_2025-11-19T21:17:34","Howe, Anthony",author,male,,,,,
"Dutton, D. J._2025-11-19T21:17:34","Dutton, D. J.",author,unknown,,,,,
"Foglesong, David S._2025-11-19T21:17:29","Foglesong, David S.",author,male,,,,,
"Dickinson, Fred_2025-11-19T21:17:34","Dickinson, Fred",author,male,,,,,
"Dirlik, Arif_2025-11-19T21:17:34","Dirlik, Arif",author,male,,,,,
"Carlton, David_2025-11-19T21:17:34","Carlton, David",author,male,,,,,
"McKercher, B. J. C._2025-11-19T21:17:34","McKercher, B. J. C.",author,male,,,,,
"Gelvin, James L._2025-11-19T21:17:34","Gelvin, James L.",author,male,,,,,
"Moore, Robin J._2025-11-19T21:17:34","Moore, Robin J.",author,unknown,,,,,
"Ovendale, Ritchie_2025-11-19T21:17:22","Ovendale, Ritchie",author,male,,,,,
"Smyth, Denis_2025-11-19T21:17:34","Smyth, Denis",author,male,,,,,
"Burns, Malve S._2025-11-19T21:17:34","Burns, Malve S.",author,unknown,,,,,
"Szabo, Stephen F._2025-11-19T21:17:34","Szabo, Stephen F.",author,male,,,,,
"Bonnifay, M._2025-11-19T21:28:19","Bonnifay, M.",author,unknown,,,,,
"Pathak, N N_2025-11-19T21:21:42","Pathak, N N",author,male,,,,,
"Choppra, K K_2025-11-19T21:21:42","Choppra, K K",author,unknown,,,,,
"Smrčka, Václav_2025-11-19T21:21:01","Smrčka, Václav",author,male,,,,,
"Jambor, J_2025-11-19T21:21:42","Jambor, J",author,unknown,,,,,
"Hecht, H_2025-11-19T21:21:43","Hecht, H",author,male,,,,,
"Bertamini, M_2025-11-19T21:21:43","Bertamini, M",author,male,,,,,
"Bacic, J_2025-11-19T21:21:45","Bacic, J",author,unknown,,,,,
"Skrobolja, A_2025-11-19T21:21:45","Skrobolja, A",author,unknown,,,,,
"Kojic, N_2025-11-19T21:21:45","Kojic, N",author,unknown,,,,,
"Polanda-Bacic, G_2025-11-19T21:21:45","Polanda-Bacic, G",author,unknown,,,,,
"Crachiolo, Beth Holycross_2025-11-19T21:21:50","Crachiolo, Beth Holycross",author,female,,,,,
"Petrie, Mary Barbara_2025-11-19T21:21:52","Petrie, Mary Barbara",author,female,,,,,
"North, K E_2025-11-19T21:21:57","North, K E",author,unknown,,,,,
"Martin, L J_2025-11-19T21:21:57","Martin, L J",author,unknown,,,,,
"Crawford, M H_2025-11-19T21:21:57",Crawford Michael H. (M.H.),author,male,,,,,
"Ridley, D R_2025-11-19T21:21:58","Ridley, D R",author,unknown,,,,,
"Redick, K H_2025-11-19T21:21:58","Redick, K H",author,unknown,,,,,
"Dominguez, P S_2025-11-19T21:21:58","Dominguez, P S",author,unknown,,,,,
"Romo, D K_2025-11-19T21:21:58","Romo, D K",author,unknown,,,,,
"Walker, C B_2025-11-19T21:21:58","Walker, C B",author,unknown,,,,,
"Bilgin, T_2025-11-19T21:21:58","Bilgin, T",author,unknown,,,,,
"Sülün, T_2025-11-19T21:21:58","Sülün, T",author,unknown,,,,,
"Beyli, M_2025-11-19T21:21:58","Beyli, M",author,unknown,,,,,
"Nord, Anders G._2025-11-19T21:17:30","Nord, Anders G.",author,male,,,,,
"Tronner, Kate_2025-11-19T21:17:30","Tronner, Kate",author,female,,,,,
"Grundberg, Leif_2025-11-19T21:22:14","Grundberg, Leif",author,male,,,,,
"Götherström, Anders_2025-11-19T21:17:53","Götherström, Anders",author,male,,,,,
"Hårding, Barbro_2025-11-19T21:22:14","Hårding, Barbro",author,female,,,,,
"Werdelin, Lars_2025-11-19T21:22:14","Werdelin, Lars",author,male,,,,,
"Myrdal, Janken_2025-11-19T21:22:14","Myrdal, Janken",author,male,,,,,
"Sten, Sabine_2025-11-19T21:22:14","Sten, Sabine",author,female,,,,,
"Henningsen, Helle_2025-11-19T21:21:27","Henningsen, Helle",author,female,,,,,
"Schiørring, Ole_2025-11-19T21:21:34","Schiørring, Ole",author,male,,,,,
"Athanassiadi, Polymnia_2025-11-19T21:24:28","Athanassiadi, Polymnia",author,female,,,,,
"Frede, Michael_2025-11-19T21:31:40","Frede, Michael",author,male,,,,,
"Andrieu-Ponel, Val_2025-11-19T21:23:37","Andrieu-Ponel, Val",author,female,,,,,
"Ponel, Philippe_2025-11-19T21:23:37","Ponel, Philippe",author,male,,,,,
"de Beaulieu, Jacques-Louis_2025-11-19T21:23:37","de Beaulieu, Jacques-Louis",author,male,,,,,
"Bruneton, H_2025-11-19T21:23:37","Bruneton, H",author,unknown,,,,,
"Frenzel, B._2026-01-28T09:18:32","Frenzel, B.",author,unknown,,,,,
"Godec, Boštjan_2025-11-19T21:23:48","Godec, Boštjan",author,male,,,,,
"Gerdun, Viktor_2025-11-19T21:23:48","Gerdun, Viktor",author,male,,,,,
"Župančič, Matej_2025-11-19T21:23:48","Župančič, Matej",author,male,,,,,
"Gontarev, Vasilij_2025-11-19T21:23:48","Gontarev, Vasilij",author,male,,,,,
"Lamut, Jakob_2025-11-19T21:23:48","Lamut, Jakob",author,male,,,,,
"Macháček, Jiří_2025-11-19T21:15:48","Macháček, Jiří",author,male,,,,,
"Cantor, Norman F._2025-11-19T21:24:03","Cantor, Norman F.",author,male,,,,,
Michael Clanchy_2025-11-19T21:32:25,Michael Clanchy,author,male,,,,,
"Wiedemann, Günter_2025-11-19T21:24:33","Wiedemann, Günter",author,male,,,,,
"Schulz, Markus_2025-11-19T21:24:33","Schulz, Markus",author,male,,,,,
"Hauptmann, Jan_2025-11-19T21:24:33","Hauptmann, Jan",author,male,,,,,
"Kusch, Hans-Günter_2025-11-19T21:24:33","Kusch, Hans-Günter",author,male,,,,,
"Müller, Sabine_2025-11-19T21:24:33","Müller, Sabine",author,female,,,,,
"Panzner, Michael_2025-11-19T21:24:33","Panzner, Michael",author,male,,,,,
"Wust, Hendrik_2025-11-19T21:24:33","Wust, Hendrik",author,male,,,,,
"Kent, M._2025-11-19T21:26:01",Martin Kent,author,male,,,,,
"Löfvendahl, Runo_2025-11-19T21:24:36","Löfvendahl, Runo",author,male,,,,,
"Gustavson, Helmer_2025-11-19T21:24:36","Gustavson, Helmer",author,male,,,,,
"Lundberg, Bengt A._2025-11-19T21:24:36","Lundberg, Bengt A.",author,male,,,,,
"Lançon, Bertrand_2025-11-19T21:24:46","Lançon, Bertrand",author,male,,,,,
"Nevill, Antonia_2025-11-19T21:24:46","Nevill, Antonia",author,female,,,,,
"Fenger, Menno_2025-11-19T21:24:46","Fenger, Menno",author,male,,,,,
"Henman, Paul_2025-11-19T21:24:46","Henman, Paul",author,male,,,,,
"Heck, Martin_2025-11-19T21:20:51","Heck, Martin",author,male,,,,,
"Hoffmann, Per_2025-11-19T21:25:14","Hoffmann, Per",author,unknown,,,,,
"Gillingham, John_2025-11-19T21:17:25","Gillingham, John",author,male,,,,,
"Griffiths, Ralph A._2025-11-19T21:24:49","Griffiths, Ralph A.",author,male,,,,,
이순갑_2025-11-19T21:25:47,이순갑,author,unknown,,,,,
Soon Gab Lee_2025-11-19T21:25:47,Soon Gab Lee,author,unknown,,,,,
"Ashmore, P._2025-11-19T21:26:01","Ashmore, P.",author,male,,,,,
"Brayshay, B. A._2025-11-19T21:26:01","Brayshay, B. A.",author,unknown,,,,,
"Edwards, Kevin J._2025-11-19T21:20:52","Edwards, Kevin J.",author,male,,,,,
"Pratt, K. E._2025-11-19T21:26:01","Pratt, K. E.",author,unknown,,,,,
"Weaver, R. E._2025-11-19T21:26:01","Weaver, R. E.",author,unknown,,,,,
"Jiménez Merchán, R._2025-11-19T21:26:11","Jiménez Merchán, R.",author,unknown,,,,,
"Girón Arjona, J.C._2025-11-19T21:26:11","Girón Arjona, J.C.",author,unknown,,,,,
"Arenas Linares, J.C._2025-11-19T21:26:11","Arenas Linares, J.C.",author,unknown,,,,,
"Ayarra Jarne, J._2025-11-19T21:26:11","Ayarra Jarne, J.",author,unknown,,,,,
"Loscertales, J._2025-11-19T21:26:11","Loscertales, J.",author,unknown,,,,,
"Morris, Bridget_2025-11-19T21:26:53","Morris, Bridget",author,female,,,,,
"O’Mara, Veronica_2025-11-19T21:27:04","O’Mara, Veronica",author,female,,,,,
"Mottahedeh, Negar_2025-11-19T21:28:55","Mottahedeh, Negar",author,female,,,,,
"Ziai, Hossein_2025-11-19T21:28:55","Ziai, Hossein",author,male,,,,,
"Walker, Paul_2025-11-19T21:28:55","Walker, Paul",author,male,,,,,
"Gilsenan, Michael_2025-11-19T21:28:55","Gilsenan, Michael",author,male,,,,,
"Bubriski, Kevin_2025-11-19T21:28:55","Bubriski, Kevin",author,male,,,,,
"Davidson, Olga_2025-11-19T21:28:55","Davidson, Olga",author,female,,,,,
"Karimi-Hakkak, Ahmad_2025-11-19T21:28:55","Karimi-Hakkak, Ahmad",author,male,,,,,
"Rahimieh, Nasrin_2025-11-19T21:28:55","Rahimieh, Nasrin",author,female,,,,,
"Avery, Peter_2025-11-19T21:28:55","Avery, Peter",author,male,,,,,
"Blair, Sheila_2025-11-19T21:25:35","Blair, Sheila",author,female,,,,,
"Sims, Eleanor_2025-11-19T21:28:55","Sims, Eleanor",author,female,,,,,
"Beeman, William_2025-11-19T21:28:55","Beeman, William",author,male,,,,,
"Melville, Charles_2025-11-19T21:28:55","Melville, Charles",author,male,,,,,
"Daryaee, Touraj_2025-11-19T21:27:17","Daryaee, Touraj",author,male,,,,,
"Keddie, Nikki_2025-11-19T21:28:55","Keddie, Nikki",author,female,,,,,
"Biran, Michal_2025-11-19T21:24:00","Biran, Michal",author,male,,,,,
"Dale, Stephen Frederic_2025-11-19T21:28:55","Dale, Stephen Frederic",author,male,,,,,
"Herzig, Edmund_2025-11-19T21:28:55","Herzig, Edmund",author,male,,,,,
"Balaghi, Shiva_2025-11-19T21:28:55","Balaghi, Shiva",author,female,,,,,
"Haag-Higuchi, Roxane_2025-11-19T21:28:55","Haag-Higuchi, Roxane",author,female,,,,,
"Mirfendereski, Guive_2025-11-19T21:28:55","Mirfendereski, Guive",author,male,,,,,
"Arkun, Aram_2025-11-19T21:28:55","Arkun, Aram",author,male,,,,,
"Rejali, Darius_2025-11-19T21:28:55","Rejali, Darius",author,male,,,,,
"Akhavi, Shahrough_2025-11-19T21:28:55","Akhavi, Shahrough",author,male,,,,,
"Ehsani, Kaveh_2025-11-19T21:28:55","Ehsani, Kaveh",author,male,,,,,
"Pohl, Walter_2025-11-19T21:15:24","Pohl, Walter",author,male,,,,,
"Palliser, D.M._2025-11-19T21:24:16","Palliser, D.M.",author,male,,,,,
"Gornall, John_2025-11-19T21:30:56","Gornall, John",author,male,,,,,
"Koyzis, Anthony A._2025-11-19T21:30:57","Koyzis, Anthony A.",author,male,,,,,
"Dillon, Janette_2025-11-19T21:30:58","Dillon, Janette",author,female,,,,,
Suzanne Chanteau_2025-11-19T21:33:53,Suzanne Chanteau,author,female,,,,,
Jean-Marc Duplantier_2025-11-19T21:33:53,Jean-Marc Duplantier,author,male,,,,,
Pascal Handschumacher_2025-11-19T21:33:53,Pascal Handschumacher,author,male,,,,,
"Lenhoff, Gail_2025-11-19T21:15:30","Lenhoff, Gail",author,male,,,,,
"Martin, Janet_2025-11-19T21:30:00","Martin, Janet",author,female,,,,,
"Bisson, Thomas N._2025-11-19T21:26:42","Bisson, Thomas N.",author,male,,,,,
"Cooper, Alan_2025-11-19T21:23:38","Cooper, Alan",author,male,,,,,
"Nijhof, E._2025-11-19T21:39:12","Nijhof, E.",author,unknown,,,,,
"Janssen, H.L._2025-11-19T21:39:12","Janssen, H.L.",author,unknown,,,,,
"Gioia, Giorgio_2025-11-19T21:40:03","Gioia, Giorgio",author,male,,,,,
"Rinetti, Barbara_2025-11-19T21:40:03","Rinetti, Barbara",author,female,,,,,
"Fernández Félix, Ana_2025-11-19T21:41:57","Fernández Félix, Ana",author,female,,,,,
"Fierro, Maribel_2025-11-19T21:17:35","Fierro, Maribel",author,female,,,,,
"Lamberg, Marko_2025-11-19T21:14:20","Lamberg, Marko",author,male,,,,,
"Sjöstrand, Per Olof_2025-11-19T21:42:16","Sjöstrand, Per Olof",author,male,,,,,
"Kazanski, Michel_2025-11-19T21:18:48","Kazanski, Michel",author,male,,,,,
"Kuznecov, Vladimir_2025-11-19T21:42:34","Kuznecov, Vladimir",author,male,,,,,
"Soupault, Vanessa_2025-11-19T21:42:34","Soupault, Vanessa",author,female,,,,,
"Devos, W_2025-11-19T21:43:15","Devos, W",author,male,,,,,
"Senn-Luder, M_2025-11-19T21:43:15","Senn-Luder, M",author,unknown,,,,,
"Moor, C._2025-11-19T21:20:52","Moor, C.",author,unknown,,,,,
"Salter, C_2025-11-19T21:43:15","Salter, C",author,unknown,,,,,
"Meyvaert, Paul_2025-11-19T21:35:47","Meyvaert, Paul",author,male,,,,,
"Rigg, A.G._2025-11-19T21:26:16","Rigg, A.G.",author,male,,,,,
"Rouse, R. H._2025-11-19T21:49:28","Rouse, R. H.",author,unknown,,,,,
"Hankins, James_2025-11-19T21:49:28","Hankins, James",author,male,,,,,
"Mahoney, Edward P._2025-11-19T21:49:28","Mahoney, Edward P.",author,male,,,,,
"Somerville, Robert_2025-11-19T21:36:01","Somerville, Robert",author,male,,,,,
"Courtenay, William J._2025-11-19T21:26:44","Courtenay, William J.",author,male,,,,,
"Constable, Giles_2025-11-19T21:24:58","Constable, Giles",author,male,,,,,
"Marquis, Philippe_2025-11-19T21:22:40","Marquis, Philippe",author,male,,,,,
"Penna, Maria Teresa_2025-11-19T21:50:08","Penna, Maria Teresa",author,female,,,,,
"Riquier-Bouclet, Christine_2025-11-19T21:22:40","Riquier-Bouclet, Christine",author,female,,,,,
"Velde, Bruce_2025-11-19T21:50:08","Velde, Bruce",author,male,,,,,
"Cosart, Jann_2025-11-19T21:23:05","Cosart, Jann",author,female,,,,,
